#,Gender,Age_range,Household_type,Life_satisfaction,Isolation_score,Social_support_score,food_security_score,Housing_tenure_group,fuel-security_score,Work_Schedule,Income,lad_code,msoa_code,imd_decile,crime_rate_per_1000,green_space_pct,park_distance_m
g1s2tokkrg0a1k2i80rgg1s2tggs4u61,Female,40 to 44,"Living with other adults that are non-family members, such as friends/ flatmates",5,2,2,3,Renting from private landlord,1,Working full-time,"£14,901- £24,300 p.a.",E09000028,E02000831,5,112.89535525791995,79.80000000000001,380.1352282887697
g2hgv8xupig1whyvg2hgq9qg9073usbi,Female,25 to 29,Living with partner/ spouse (NO children or children have left home),7,2,1,2,Buying the house on a mortgage,0,Unemployed,"£37,901- £58,900 p.a.",E09000021,E02000608,5,73.1006257318934,78.2,388.92704243181794
g3xx7q15k13px5todm2x3fg3xx7q2kp6,Female,45 to 49,Living on my own (NO children or children have left home),5,2,2,0,Buying the house on a mortgage,0,Working full-time,"£37,901- £58,900 p.a.",E09000031,E02000911,3,82.92437534381423,79.10000000000001,489.41213178452995
g493xvgjf5vdlh8oxh0yjyg493xjg41x,Female,45 to 49,Living with partner/ spouse (NO children or children have left home),8,1,1,0,Renting from private landlord,0,Working full-time,Prefer not to say,E09000009,E02000276,5,81.46078799553669,90.2,360.39591854838676
g4amengpvqg9ajjikohg4am7yerqdujy,Male,50 to 54,Living with partner/ spouse (NO children or children have left home),7,2,1,0,Owning the house outright,0,Working part-time,"£24,301- £37,900 p.a.",E09000007,E02000184,4,161.7785752076001,43.9,220.19488645771096
g5rbfs0tjn30a5d616hlsg5rbfsedbnx,Male,55 to 59,"Living with other adults that are non-family members, such as friends/ flatmates",2,2,0,9,Temporarily living with friends and/ or family while attempting to find permanent accommodation,6,Working full-time,"£14,901- £24,300 p.a.",E09000015,E02000455,6,61.229398357595265,60.699999999999996,581.1251651350204
g6samt6i0vo63j99g6samlvlfbe8u65a,Female,25 to 29,"Living with other adults that are non-family members, such as friends/ flatmates",7,2,1,0,Renting from private landlord,0,Working full-timeStudent,Prefer not to say,E09000019,E02000559,6,127.43972968296039,91,269.77031346874946
g6up3rpny4n3878mupg6up3rqpnxeunt,Female,30 to 34,"Living with other adults that are non-family members, such as friends/ flatmates",8,2,2,8,Renting from private landlord,3,Working full-time,"£24,301- £37,900 p.a.",E09000007,E02000174,7,161.7785752076001,70.19999999999999,191.33766065333285
g752epdy9imbdcg6ivun6g752e9qjfek,Female,25 to 29,Living with partner/ spouse (NO children or children have left home),8,1,2,0,Renting from private landlord,0,Working full-time,"£37,901- £58,900 p.a.",E09000014,E02000430,6,110.31084588034891,83.5,478.9911174496639
g79qrrfq4duclcs4g79qwbrdb9tj6t9q,Male,25 to 29,"Living with other adult family members (i.e. aged 18 or older, such as adult children, parents and/ or elderly relatives)",8,2,2,1,Living in rented accommodation arranged by the Local Authority,0,Working full-time,"£37,901- £58,900 p.a.",E09000012,E02000371,2,121.66707436399217,29.9,320.03870264487585
g7tozr7pkattypg7tvkyt3k7ui5u8973,Male,40 to 44,"Living with other adults that are non-family members, such as friends/ flatmates",4,2,2,7,,0,Working full-time,"£24,301- £37,900 p.a.",E09000014,E02000397,5,110.31084588034891,80.4,165.89404871945646
g7wauvisaexv6lceofg7wause7g5ifyk,Female,20 to 24,Living with partner/ spouse (NO children or children have left home),6,2,1,8,Renting from private landlord,3,Working part-timeStudent,"£14,901- £24,300 p.a.",E09000032,E02000949,8,75.0126002708299,81.89999999999999,402.63732096511586
g88ebouinpef9qhvhopg88ez2iu0vl7k,Male,35 to 39,Living on my own (NO children or children have left home),8,2,1,0,Buying the house on a mortgage,0,Working full-time,"More than £58,900 p.a.",E09000005,E02000120,3,89.33622132404018,82.19999999999999,341.1166594817069
g8od7gali2g4xlzxnnrbg8oxjctypylc,Female,35 to 39,Living with partner/ spouse (NO children or children have left home),7,2,1,0,Renting from private landlord,0,Working full-time,"More than £58,900 p.a.",E09000033,E02000972,4,372.93320499747455,38.4,336.07707946133525
g9e4tlrw1951r3zkoqqg9e4tliznftr0,Male,20 to 24,Living with partner/ spouse (NO children or children have left home),8,1,2,0,Renting from private landlord,0,Working part-time,"£14,901- £24,300 p.a.",E09000030,E02000878,7,106.55418799829552,42.199999999999996,285.23046621755657
g9mufk2slntmjcjbig9mufkb0eoulrta,Female,60 to 64,Living on my own (NO children or children have left home),4,2,2,9,Owning the house outright,4,Unemployed,"Less than £14,900 p.a.",E09000022,E02000638,2,107.01926113040733,80.10000000000001,217.20054386826297
g9ugl5ko0l8veuq1m31rvg9ugl5upvy0,Male,35 to 39,Living on my own (NO children or children have left home),8,1,2,0,Buying the house on a mortgage,0,self employed but looking for work,"More than £58,900 p.a.",E09000009,E02000258,4,81.46078799553669,91.2,435.8042976495724
gak73ee0zl1pgtljeiyfggak73eymf9a,Male,60 to 64,Living on my own (NO children or children have left home),9,1,2,0,Owning the house outright,0,Working part-time,"Less than £14,900 p.a.",E09000012,E02000358,5,121.66707436399217,69.69999999999999,225.55751835135115
gaw41yyemcvzlzn5sl07xgaw410p3izy,Male,30 to 34,"Living with other adults that are non-family members, such as friends/ flatmates",4,2,2,8,Renting from private landlord,2,Working full-time,"£14,901- £24,300 p.a.",E09000031,E02000905,4,82.92437534381423,93.2,249.9719800833331
gboha636h5kd5wanc9vdbgboha636urs,Male,30 to 34,"Living with other adults that are non-family members, such as friends/ flatmates",7,2,2,0,Renting from private landlord,0,Working full-time,"More than £58,900 p.a.",E09000003,E02000052,6,71.52628693518058,73.3,782.5918817204301
gbplqgenjh3fbm1qz2fgbplrs01ctf1p,Female,70 to 74,Living with partner/ spouse (NO children or children have left home),8,0,2,4,Owning the house outright,1,Retired,"Less than £14,900 p.a.",E09000016,E02000485,9,73.74327004817229,90.5,292.90319113422754
gdcnsek3fynzkm3yh88sgdcnsekyepbk,Male,50 to 54,Living on my own (NO children or children have left home),10,0,2,0,Temporarily living with friends and/ or family while attempting to find permanent accommodation,0,Working part-time,Prefer not to say,E09000018,E02000531,4,85.64933258699376,79,376.66163131020346
gdng3xtigvy3tf4vgdng3o9uwp545oa2,Female,45 to 49,Living on my own (NO children or children have left home),7,2,2,4,Living in a night shelter/ hostel,0,Working full-time,"£14,901- £24,300 p.a.",E09000033,E02000976,5,372.93320499747455,51.6,426.6566446511624
ge6owr37p37731fyokhtqge6owqhyrcd,Female,60 to 64,"Living with other adult family members (i.e. aged 18 or older, such as adult children, parents and/ or elderly relatives)",7,0,1,0,Owning the house outright,2,Retired,"£37,901- £58,900 p.a.",E09000004,E02000086,9,64.46313682120169,97,234.7493332293578
getgjznljigiurgfcx0fgetgjzocwfd0,Female,40 to 44,"Living with other adults that are non-family members, such as friends/ flatmates",5,2,2,1,Renting from private landlord,0,Working full-time,"£24,301- £37,900 p.a.",E09000032,E02000932,8,75.0126002708299,58.3,372.8135629499995
gf4wc3rpki5nwsvagf4w3hx5pa5znxdw,Female,50 to 54,"Living with other adult family members (i.e. aged 18 or older, such as adult children, parents and/ or elderly relatives)",8,0,2,5,Living in rented accommodation from Housing Association,0,Carer for disabled daughter,"£14,901- £24,300 p.a.",E09000029,E02000858,4,64.10579524758313,82.39999999999999,304.0914945986838
gfc8cydqrkk2u4ycfom8lgfc8cyddnxt,Male,35 to 39,"Living with other adults that are non-family members, such as friends/ flatmates",2,2,1,8,Renting from private landlord,1,Working part-time,Prefer not to say,E09000023,E02006798,2,93.94595064593693,55.300000000000004,180.6842102967026
gg0rjtw5ag5j4rbgg0r0afjyhx4iuxvb,Female,30 to 34,Living with partner/ spouse (NO children or children have left home),7,1,2,0,Buying the house on a mortgage,0,Working full-time,"More than £58,900 p.a.",E09000019,E02000564,2,127.43972968296039,62.5,228.9779782232553
gg5cuzkhqzyti2l21gg5crgf660k4w0a,Female,50 to 54,"Living with other adult family members (i.e. aged 18 or older, such as adult children, parents and/ or elderly relatives)",8,2,1,0,Buying the house on a mortgage,0,Working part-time,"More than £58,900 p.a.",E09000002,E02000003,4,96.13295824831053,86,465.4614689265536
ghccyt297qbolhkxvsidpghccyt29hvh,Prefer not to say,35 to 39,Living on my own (NO children or children have left home),8,0,2,0,Renting from private landlord,1,Working full-time,Prefer not to say,E09000012,E02000366,3,121.66707436399217,87,179.27132450819613
gi9lgm8xupdyx79mtvojgi9lgmj1dxrv,Female,35 to 39,"Living with other adult family members (i.e. aged 18 or older, such as adult children, parents and/ or elderly relatives)",7,2,2,1,Living in rented accommodation from Housing Association,2,Unemployed,"Less than £14,900 p.a.",E09000030,E02000891,6,106.55418799829552,48.199999999999996,272.7341455527152
giavwmfmdglj7ykk5giavwm4iuq2ft7x,Female,25 to 29,"Living with other adults that are non-family members, such as friends/ flatmates",6,2,1,0,Temporarily living with friends and/ or family while attempting to find permanent accommodation,0,Working full-time,"More than £58,900 p.a.",E09000022,E02000644,3,107.01926113040733,89.2,340.76712152413756
gjaxz70i5v1bingjax1wxxmkb9cxsi7d,Female,45 to 49,"Living with other adult family members (i.e. aged 18 or older, such as adult children, parents and/ or elderly relatives)",5,2,2,7,Living in rented accommodation arranged by the Local Authority,1,Not working- long term sick or disabled,"Less than £14,900 p.a.",E09000018,E02000528,2,85.64933258699376,60,283.4253062319996
gjlimepirfex6jsgjldxnlre3dgvyp7k,Female,20 to 24,"Living with other adults that are non-family members, such as friends/ flatmates",8,2,2,6,Renting from private landlord,1,Working full-time,"£14,901- £24,300 p.a.",E09000005,E02000105,4,89.33622132404018,81.2,313.024998531645
gjtslecs1q514qq6gjtd83bjaewe3073,Male,45 to 49,"Living with other adult family members (i.e. aged 18 or older, such as adult children, parents and/ or elderly relatives)",5,2,2,6,Buying the house on a mortgage,3,Working full-time,"£24,301- £37,900 p.a.",E09000007,E02000191,6,161.7785752076001,41.699999999999996,461.1116670987422
gk1un2zngjgk1czodh95sj7ffcilhrvc,Female,35 to 39,Living with partner/ spouse (NO children or children have left home),8,2,2,1,Renting from private landlord,0,Working full-time,"£24,301- £37,900 p.a.",E09000005,E02000114,4,89.33622132404018,86.7,689.9170669767441
gke5in1zbkipgkekzr4nn1pwalp9k9ow,Female,50 to 54,Living with partner/ spouse (NO children or children have left home),4,2,2,5,Owning the house outright,0,Unemployed,"More than £58,900 p.a.",E09000008,E02000215,3,87.80214462188941,74.5,716.0455817901232
gl6n3z6yuxucy432646qgl6n3zi48fbw,Female,20 to 24,"Living with other adults that are non-family members, such as friends/ flatmates",7,0,2,3,Renting from private landlord,2,Student,"Less than £14,900 p.a.",E09000020,E02000584,6,144.35898136510193,83,249.91830479553894
gl8syf6f989r4zquw4gl8r7nvz5315up,Female,35 to 39,Living with partner/ spouse (NO children or children have left home),10,2,2,0,Living in rented accommodation from Housing Association,1,Working part-time,"£24,301- £37,900 p.a.",E09000005,E02000115,5,89.33622132404018,83,669.8191651552793
gm9v5v00uq8hg4ca65q6fw2kfsnok4ca,Male,25 to 29,"Living with other adult family members (i.e. aged 18 or older, such as adult children, parents and/ or elderly relatives)",7,2,2,4,Buying the house on a mortgage,2,Working part-time,"£14,901- £24,300 p.a.",E09000003,E02000036,9,71.52628693518058,86.1,400.3954460093897
gmut7mufrui0sozvrrygmut7mxm0uiea,Female,55 to 59,"Living with other adult family members (i.e. aged 18 or older, such as adult children, parents and/ or elderly relatives)",4,0,2,3,Buying the house on a mortgage,6,Retired,"£14,901- £24,300 p.a.",E09000014,E02000430,6,110.31084588034891,83.5,478.9911174496639
go7alpblhj6sck03ag4go7alpougqlmy,Female,35 to 39,"Living with other adults that are non-family members, such as friends/ flatmates",9,2,2,0,Renting from private landlord,0,Working full-time,"£37,901- £58,900 p.a.",E09000032,E02000945,3,75.0126002708299,74.2,220.0506887265619
go8f2dikhniwfscy47l8qgo8f2diw6z6,Female,35 to 39,"Living with other adult family members (i.e. aged 18 or older, such as adult children, parents and/ or elderly relatives)",4,2,2,4,Renting from private landlord,0,Working full-time,"£24,301- £37,900 p.a.",E09000006,E02000152,2,69.34413947690096,86.1,464.65734027343706
gokau2bn2501kn84kgokadobu3mj13rc,Female,20 to 24,Living on my own (NO children or children have left home),6,2,2,3,Living in student accommodation/ student halls,0,Working part-timeStudent,"Less than £14,900 p.a.",E09000011,E02006929,2,96.79696038426883,75.6,466.4038466332285
gpwe2d3yg21mx7qcbd9wegpwe2dtqwfi,Female,35 to 39,Living on my own (NO children or children have left home),8,1,2,0,Buying the house on a mortgage,0,Working full-time,"More than £58,900 p.a.",E09000022,E02000648,2,107.01926113040733,84.5,237.39337037142795
gq4nmqjwcrok55uomzagq4nmq8bsdanv,Female,20 to 24,Living on my own (NO children or children have left home),7,2,2,5,Renting from private landlord,0,Working full-time,"£37,901- £58,900 p.a.",E09000030,E02000871,2,106.55418799829552,70.6,258.2009172404366
gr0dfmn65x4m8ic4gr0df3s1gq9d9je6,Female,60 to 64,Living with partner/ spouse (NO children or children have left home),10,0,2,0,Owning the house outright,1,Working full-time,Prefer not to say,E09000024,E02000692,10,64.73566039577726,79.5,463.3952524836061
gr246m60d2euh48q21gr246m6gf7d18s,Female,45 to 49,Living with partner/ spouse (NO children or children have left home),8,1,2,0,Buying the house on a mortgage,0,Working full-time,"More than £58,900 p.a.",E09000026,E02000764,7,78.28836492624754,86.6,416.2383847633925
gr924tx9yxfisgvxfgr924t4ctyrkrqm,Female,25 to 29,Living with partner/ spouse (NO children or children have left home),5,2,2,8,Living in rented accommodation from Housing Association,4,Not working- long term sick or disabled,Prefer not to say,E09000006,E02000135,4,69.34413947690096,77.60000000000001,281.0933161004562
gs0zznbsnyl9mb38togs0zhfyq14y2rm,Male,40 to 44,Living on my own (NO children or children have left home),7,0,2,7,Living in rented accommodation from Housing Association,1,Not working- long term sick or disabled,"Less than £14,900 p.a.",E09000005,E02000103,3,89.33622132404018,74.2,421.5310455631574
gvw2fpghvnff7i30iigvw2f3lfwagwz6,Female,40 to 44,Living with partner/ spouse (NO children or children have left home),7,2,1,0,Renting from private landlord,0,Working full-time,"More than £58,900 p.a.",E09000027,E02000804,10,59.12433069454052,81.69999999999999,295.7104159732614
gwhsnrgy6zjwgwhstuqjaaof5gg41a4e,Female,40 to 44,"Living with other adult family members (i.e. aged 18 or older, such as adult children, parents and/ or elderly relatives)",8,0,2,0,Owning the house outright,0,Working full-time,"£24,301- £37,900 p.a.",E09000023,E02000678,4,93.94595064593693,83.1,478.33430705128154
gwuky2wguyhbg6f4ougwuky2xr0q4b5o,Female,30 to 34,Living on my own (NO children or children have left home),2,0,2,9,Living in student accommodation/ student halls,5,Working part-time,"£14,901- £24,300 p.a.",E09000013,E02000387,7,113.59740385755717,66.5,411.0264496199996
gww05ofgd109t2au93pgww05ulbjglxj,Female,25 to 29,"Living with other adults that are non-family members, such as friends/ flatmates",8,0,2,0,Renting from private landlord,0,Working full-time,"More than £58,900 p.a.",E09000028,E02000812,5,112.89535525791995,57.699999999999996,136.27038369658104
gx0bei5cfgvpdetepggx0bi998v3wwed,Female,40 to 44,"Living with other adults that are non-family members, such as friends/ flatmates",5,2,2,6,Renting from private landlord,2,Working full-time,"£14,901- £24,300 p.a.",E09000019,E02000559,2,127.43972968296039,91,269.77031346874946
